prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	context_mask	chunk_summary	group_summary	section_summary
	Add approximately 144 oz (4082.4 g) of silicone antifoam agent to the mixture to prevent foaming of the slurry for a filling of the tank (225 gallons/851.7 liters). Adding silicone antifoam agent to the mixture does not affect the decontaminating properties of the STB decontaminating agent.	-1	495	20	0	0		67	0	Add approximately 144 oz (4082.4 g) of silicone antifoam agent to the mixture to prevent foaming of the slurry for a filling of the tank (225 gallons/851.7 liters). Adding silicone antifoam agent to the mixture does not affect the decontaminating properties of the STB decontaminating agent.	Add approximately 144 oz (4082.4 g) of silicone antifoam agent to the mixture to prevent foaming of the slurry for a filling of the tank (225 gallons/851.7 liters). Adding silicone antifoam agent to the mixture does not affect the decontaminating properties of the STB decontaminating agent.	
	0008-2	-1	496	20	0	0		67	1	0008-2		
	TM 3-4230-237-10                                                   0008	-1	496	20	0	0		67	1	TM 3-4230-237-10                                                   0008		
	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued	-1	496	20	0	0		67	1	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued		
	STB Decontaminating Agent	-1	496	20	0	0		67	1	STB Decontaminating Agent		
	WARNING	-1	496	20	0	0		67	1	WARNING		
	Use caution when opening drums of Super Tropical Bleach (STB). Avoid contact with skin or eyes. Avoid contamination with acids and oxidizable materials such as fuels, oils, paint products, disinfectants, and ammonia. Such contamination can cause release of hazardous gases. Keep container closed and stored in a cool dry place. Mix only in accordance with directions for use. In case of contact with skin or eyes, immediately flush continuously with water; for eyes get medical attention.	-1	497	20	0	0		67	0	If you open drums of super tropical bleach, use caution. Avoid contact with skin or eyes - flush continuously with water unless eye is hurting a bit! In case the eye gets sick, flush continuously with water	If you open drums of super tropical bleach, use caution. Avoid contact with skin or eyes - flush continuously with water unless eye is hurting a bit! In case the eye gets sick, flush continuously with water	
	NOTE	-1	498	20	0	0		67	1	NOTE		
	If less than 317 gallons (1,200 liters) of slurry are required, decrease all ingredients proportionately. That is, if one-half (158 gallons/598 liters) of slurry mix is to be prepared, use approximately 115 gallons (435.3 liters) of water, 650 lb (295 kg) of STB decontaminating agent, 6-1/2 lb (2.95 kg) of antiset compound, and 72 oz (2129.4 g) of silicone antifoam agent.	-1	499	20	0	0		67	0	Decrease all ingredients proportionately if less than 317gallons (1,200lb) of slurry is required. Use approximately 435 mg (435.3 liter), 650 lbs (295 kg) of STB	Decrease all ingredients proportionately if less than 317gallons (1,200lb) of slurry is required. Use approximately 435 mg (435.3 liter), 650 lbs (295 kg) of STB	
	The most effective mixture of water and STB decontaminating agent is prepared by mixing 40 parts (by weight) of STB decontaminating agent with 60 parts (by weight) of water (8.3 lb per gallon/3.76 kg per 3.78 liter).	-1	500	20	0	0		67	0	The most effective mixture of water and STB decontaminating agent is prepared by mixing 40 parts (by weight) of STB decontaminating agent with 60 parts (by weight) of water (8.3 lb per gallon/3.76 kg per 3.78 liter).	The most effective mixture of water and STB decontaminating agent is prepared by mixing 40 parts (by weight) of STB decontaminating agent with 60 parts (by weight) of water (8.3 lb per gallon/3.76 kg per 3.78 liter).	
	The decontaminating apparatus accommodates a mixture of 1,300 lbs (589.7 kg) of STB with 225 gallons (851.7 liters) of water. This mixture provides approximately 317 gallons (1,200 liters) of slurry which weighs about 10 lbs per gallon (4.53 kg per 3.78 liters).	-1	501	20	0	0		67	0	The decontaminating apparatus accommodates a mixture of 1,300 lbs (589.7 kg) of STB with 225 gallons (851.7 liters) of water. This mixture provides approximately 317 gallons (1,200 liters) of slurry which weighs about 10 lbs per gallon (4.53 kg per 3.78 liters).	The decontaminating apparatus accommodates a mixture of 1,300 lbs (589.7 kg) of STB with 225 gallons (851.7 liters) of water. This mixture provides approximately 317 gallons (1,200 liters) of slurry which weighs about 10 lbs per gallon (4.53 kg per 3.78 liters).	
	0008-3	-1	502	20	0	0		67	1	0008-3		
	TM 3-4230-237-10                                                   0008	-1	502	20	0	0		67	1	TM 3-4230-237-10                                                   0008		
	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued	-1	502	20	0	0		67	1	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued		
	Coverage of Slurry	-1	503	20	0	0		67	0	Coverage of Slurry	Coverage of Slurry	
	Type of Surface Coverage (Per gallon) (Per filling) Concrete road (smooth) 4.4 sq yd (3.67 sq m) 1,350 sq yd (292.64 sq m) Macadam or gravel road (loosely surfaced) 2.2 sq yd (1.83 sq m) 675 sq yd (564.38 sq m) Short grass (3 to 5 inches) 1.5 sq yd (1.25 sq m) 464 sq yd (387.96 sq m) Long grass and low brush 1 sq yd (0.836 sq m) 310 sq yd (259.2 sq m)	-1	504	20	0	0		67	0	4.4 sq.yd (3,67 square meters) 1,350sq.ft (292.64'x2m) macadam or gravel road (loosely surface-covered) 675nci (564	4.4 sq.yd (3,67 square meters) 1,350sq.ft (292.64'x2m) macadam or gravel road (loosely surface-covered) 675nci (564 Refer to FM 3-11.5, NBC Decontamination, for additional information on decontaminants and decontaminating methods. Adding and Blending M2 Antiset and Silicone Antifoam Agent	
2.	Refer to FM 3-11.5, NBC Decontamination, for additional information on decontaminants and decontaminating methods.	2	504	20	0	0		67	0	Refer to FM 3-11.5, NBC Decontamination, for additional information on decontaminants and decontaminating methods.		
	Adding and Blending M2 Antiset and Silicone Antifoam Agent	-1	504	20	0	0		67	0	Adding and Blending M2 Antiset and Silicone Antifoam Agent		
1.	Follow operation number 3 on the STARTING PROCEDURE instruction plate.	2	505	20	0	0		67	0	Follow operation number 3 on the STARTING PROCEDURE instruction plate.	M12A1 dr. E Slurry must be blended constantly until used - stop foaming by adding additional silicone antifoam agent if needed – it will not dissolve! NOTE If the M2 antiset is cake, it must first been crushed as finely possible before adding to water in the tank unit assembly ; this can hinder or disrupt performance of the system. 0008-4 M 3-4230-237-10 0008 MAKING SUPER TR	
2.	Fill the tank with the desired amount of water. Check tank liquid level indicator (Figure 5, Item 1).	2	505	20	0	0		67	0	Fill the tank with the desired amount of water. Check tank liquid level indicator (Figure 5, Item 1).		
3.	Connect the suction hose (Figure 5, Item 5) to the tank drain valve (Figure 5, Item 6) and the connection on the pump unit (Figure 5, Item 4) as illustrated.	2	505	20	0	0		67	0	Connect the suction hose (Figure 5, Item 5) to the tank drain valve (Figure 5, Item 6) and the connection on the pump unit (Figure 5, Item 4) as illustrated.		
4.	Connect agitator-blender hose (Figure 5, Item 3) to pump unit (Figure 5, Item 4) top discharge connection and to tank unit blender pipe (Figure 5, Item 2).	2	505	20	0	0		67	0	Connect agitator-blender hose (Figure 5, Item 3) to pump unit (Figure 5, Item 4) top discharge connection and to tank unit blender pipe (Figure 5, Item 2).		
5.	Be sure that bolts holding hopper-blender are in place and tightened. 0008-4 M 3-4230-237-10 0008 MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued Adding and Blending M2 Antiset and Silicone Antifoam Agent - Continued	2	505	20	0	0		67	0	Be sure that bolts holding hopper-blender are in place and tightened. 0008-4 M 3-4230-237-10 0008 MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY – Continued Adding and Blending M2 Antiset and Silicone Antifoam Agent - Continued		
6.	Prime and start the pump unit (TM 3-4230-237-10 WP 0006). Open VALVE NO. 1 (Figure 6, Item 1) for this operation. Remove the hopper tank lid. 0008-5 TM 3-4230-237-10 0008 MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY - Continued Adding and Blending M2 Antiset and Silicone Antifoam Agent - Continued CAUTION Cycle water containing M2 antiset for at least three minutes. The M2 antiset must be completely dissolved. NOTE If the M2 antiset is caked, it must be crushed as finely as possible before adding it to the water in the tank unit assembly.	2	505	20	0	0		67	0	M2 antiset must be completely dissolved before adding to the water in the tank unit assembly. NOTE If the M1 antifoam agent is caked, it must first be crushed as finely possible before adding it to the water		
7.	Add the M2 antiset and silicone antifoam agent. Operate for three minutes to fully blend these additives.	2	505	20	0	0		67	0	Add the M2 antiset and silicone antifoam agent. Operate for three minutes to fully blend these additives.		
8.	To prepare STB decontaminating agent for loading, open the 26 cans of STB decontaminating agent. CAUTION Particles of plastic, from the plastic bags that hold the STB inside the metal containers, can break off and end up in the slurry mixture.  This can hinder or disrupt performance of the M12A1. Visually inspect the STB and remove loose particles of plastic prior to pouring it into the water tank. NOTE Before starting the loading and blending operations, break up the large lumps of STB to prevent clogging of the lines and to ensure the best possible water-slurry mixture. To prevent damage to the equipment, do not strike the metal drums containing the STB decontaminating agent against the tank or any other part of the tank unit.	2	505	20	0	0		67	0	Particles of plastic can break off and end up in the slurry mixture. This can hinder or disrupt performance of the M12A1 a/c system - m12a1 dr. E		
9.	Add the 1,300 lb (587 kg) of STB decontaminating agent in one continuous operation. Loading of STB powder should be conducted as quickly as possible.  Foaming of the STB slurry in the tank increases the longer the hopper is allowed to remain empty during STB blending operations. Stop foaming by adding additional silicone antifoam agent. CAUTION After the slurry is blended, it must be agitated constantly until used.	2	505	20	0	0		67	0	Slurry must be blended constantly until used. Stop foaming by adding additional silicone antifoam agent if needed - it will not dissolve. The hopper should remain empty for at least 5 hours before filling up		
10.	Once the last drum is added, continue blending for one minute.  After blending is complete, replace tank lid. Agitate the slurry mixture.	2	505	20	0	0		67	0	Once the last drum is added, continue blending for one minute.  After blending is complete, replace tank lid. Agitate the slurry mixture.		
11.	Continue with Agitating Slurry in Tank Unit as described in TM 3-4230-237-10.	2	505	20	0	0		67	0	Continue with Agitating Slurry in Tank Unit as described in TM 3-4230-237-10.		
	0008-6	-1	506	20	0	0		67	1	0008-6		
	APPENDIX B - TANK CLEANING PROCEDURE	-1	507	21	0	0	APPENDIX B - TANK CLEANING PROCEDURE	68	0	APPENDIX B - TANK CLEANING PROCEDURE		Use proper PPE when cleaning out the tanks. Any residual decontaminant chemicals may harden and become an obstruction, experts say in this case a commercial pressure washer can help clear clogs if needed - or remove scale from the tanks! Back flush the tank main drain valve using 1 1
